id,name,faction,type,scope,decision,changes,reason,playsBefore,playsAfter
zeus_apex_divine_tailwind,Divine Tailwind,ZEUS,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""STORM""], ""before"": []}, ""cost"": {""after"": 2, ""before"": 5}}",Same teleport effect as Windstep; remove the cosmetic apex surcharge. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,32,42
zeus_stormcharge,Stormcharge,ZEUS,SPELL,faction,mechanical change,"{""cost"": {""after"": 2, ""before"": 3}}",Match the price of other temporary +2 Attack spells.,33,36
zeus_windstep_protocol,Windstep Protocol,ZEUS,SPELL,faction,retained,{},"Retain 2-GP single-use effect: [{""amount"": 1, ""target"": ""FRIENDLY"", ""type"": ""TELEPORT_CHARACTER""}]; no extra price for rarity.",37,30
zeus_chain_lightning,Chain Lightning,ZEUS,SPELL,faction,retained,{},"Retain 3-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""STRIKE_CHARACTER""}]; no extra price for rarity.",34,36
zeus_skybreaker_bolt,Skybreaker Bolt,ZEUS,SPELL,faction,retained,{},"Retain 4-GP single-use effect: [{""amount"": 4, ""target"": ""ENEMY"", ""type"": ""DAMAGE_PERMANENT""}]; no extra price for rarity.",37,42
zeus_apex_crownstorm_ascendance,Crownstorm Ascendance,ZEUS,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""STORM""], ""before"": []}, ""cost"": {""after"": 5, ""before"": 6}}",Discount temporary single-unit attack support relative to permanent removal. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,29,32
zeus_apex_imperial_sky_aegis,Imperial Sky Aegis,ZEUS,SPELL,faction,mechanical change,"{""archetypes"": {""after"": [""STORM""], ""before"": []}, ""cost"": {""after"": 5, ""before"": 6}}",Keep a large defensive reaction affordable without making it removal. Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,32,38
zeus_apex_thunder_gods_verdict,Thunder God's Verdict,ZEUS,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""STORM""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,34,37
zeus_apex_wrath_of_olympus,Wrath of Olympus,ZEUS,SPELL,faction,archetype only,"{""archetypes"": {""after"": [""STORM""], ""before"": []}}",Add or correct a searchable archetype from the card's explicit identity; no automatic stat bonus.,39,35
zeus_storm_relay_pylon,Storm Relay Pylon,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-1 development: 5 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",46,48
zeus_cloudwall_bastion,Cloudwall Bastion,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-2 development: 7 HP, 1 base income, 1 gold; paid terrain utility.",50,52
zeus_tutor_structure_1,Sparkstep Beacon,ZEUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",47,50
zeus_keraunos_charging_spire,Keraunos Charging Spire,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-3 development: 8 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",45,41
zeus_structure_stormglass_relay,Stormglass Relay,ZEUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WATCHTOWER"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WATCHTOWER""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,38,39
zeus_structure_aegis_conductor,Aegis Conductor,ZEUS,STRUCTURE,faction,mechanical change,"{""hitPoints"": {""after"": 12, ""before"": 15}}",Free turn-4 infrastructure trades utility for moderate durability.,32,32
zeus_tutor_structure_2,Cloudline Dispatch,ZEUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 1, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",36,33
zeus_ability_oracle_spire,Oracle Spire,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-4 development: 10 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",28,30
zeus_zeus_command_nexus,Zeus Command Nexus,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-4 development: 11 HP, 1 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",33,36
zeus_structure_cloud_archive,Cloud Archive,ZEUS,STRUCTURE,faction,retained,{},"Retain turn-6 development: 17 HP, 2 base income, 0 gold; utility offset by activation payment/lower income or a free infrastructure baseline.",30,28
zeus_tutor_structure_3,Sharp-Shot Observatory,ZEUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",32,30
zeus_tutor_structure_4,Seraphic Relay,ZEUS,STRUCTURE,faction,mechanical change,"{""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WATCHTOWER"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WATCHTOWER""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",35,32
zeus_apex_worldstorm_spire,Worldstorm Spire,ZEUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 3, ""before"": 0}, ""keywordValues"": {""after"": {""TURRET"": {""amount"": 2, ""range"": 2}}, ""before"": {}}, ""keywords"": {""after"": [""TURRET""], ""before"": []}}",Add faction-role utility; surcharge pays for the benefit beyond the free income/HP baseline.,33,33
zeus_structure_oracle_of_storms,Oracle of Storms,ZEUS,STRUCTURE,faction,mechanical change,"{""developmentGoldCost"": {""after"": 1, ""before"": 0}}","Late high-HP, high-income infrastructure also has a passive; add a modest utility surcharge.",30,30
zeus_tutor_structure_5,Skyfather's Summons,ZEUS,STRUCTURE,faction,mechanical change,"{""abilities"": {""after"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 2, ""trigger"": ""ACTIVATED""}], ""before"": [{""amount"": 1, ""effect"": ""DRAW_CHARACTER"", ""gpCost"": 3, ""trigger"": ""ACTIVATED""}]}, ""archetypes"": {""after"": [""RECRUITMENT""], ""before"": []}, ""developmentGoldCost"": {""after"": 2, ""before"": 0}, ""keywordValues"": {""after"": {""WATCHTOWER"": {""amount"": 1, ""range"": 0}}, ""before"": {}}, ""keywords"": {""after"": [""WATCHTOWER""], ""before"": []}}","Standardize typed draw at 2 GP. First two tiers stay free; later tiers pay 1/2/2 gold for durable draw engines, with faction utility on the final two tiers. Add Muster Ground or Recruitment grouping.",27,29
